,team1,team2,0,1
543,Colgate,Old Dominion,0.082316671,0.917683329
544,Colgate,Oregon,0.088379221,0.911620779
545,Colgate,Prairie View,0.532305078,0.467694922
546,Colgate,Purdue,0.079448188,0.920551812
547,Colgate,Seton Hall,0.138778821,0.861221179
548,Colgate,St. John's (NY),0.114010457,0.885989543
549,Colgate,Saint Louis,0.042757435,0.957242565
550,Colgate,Saint Mary's,0.031791593,0.968208407
551,Colgate,Syracuse,0.168372188,0.831627812
552,Colgate,Temple,0.13367903,0.86632097
553,Colgate,Tennessee,0.101908942,0.898091058
554,Colgate,Texas Tech,0.125861299,0.874138701
555,Colgate,UC-Irvine,0.179215834,0.820784166
556,Colgate,Central Florida,0.058838626,0.941161374
557,Colgate,Utah State,0.042009621,0.957990379
558,Colgate,VCU,0.104277472,0.895722528
559,Colgate,Vermont,0.031072106,0.968927894
560,Colgate,Villanova,0.107106626,0.892893374
561,Colgate,Virginia,0.140876865,0.859123135
562,Colgate,Virginia Tech,0.154722961,0.845277039
563,Colgate,Washington,0.118042999,0.881957001
564,Colgate,Wisconsin,0.11923742,0.88076258
565,Colgate,Wofford,0.156838484,0.843161516
566,Colgate,Yale,0.491218295,0.508781705
567,Duke,Fairleigh Dickinson,0.976849157,0.023150843
568,Duke,Florida,0.82356991,0.17643009
569,Duke,Florida State,0.669191314,0.330808686
570,Duke,Gardner-Webb,0.975300008,0.024699992
571,Duke,Georgia State,0.916638714,0.083361286
572,Duke,Gonzaga,0.662515689,0.337484311
573,Duke,Houston,0.658453396,0.341546604
574,Duke,Iona,0.958526995,0.041473005
575,Duke,Iowa,0.817362485,0.182637515
576,Duke,Iowa State,0.712637722,0.287362278
577,Duke,Kansas,0.763496863,0.236503137
578,Duke,Kansas State,0.674438606,0.325561394
579,Duke,Kentucky,0.611147762,0.388852238
580,Duke,Liberty,0.704460611,0.295539389
581,Duke,Louisville,0.82912315,0.17087685
582,Duke,LSU,0.647989612,0.352010388
583,Duke,Marquette,0.920982181,0.079017819
584,Duke,Maryland,0.868113154,0.131886846
585,Duke,Michigan,0.684029323,0.315970677
586,Duke,Michigan State,0.758953238,0.241046762
587,Duke,Minnesota,0.76500571,0.23499429
588,Duke,Mississippi,0.856022411,0.143977589
589,Duke,Mississippi State,0.729836636,0.270163364
590,Duke,Montana,0.970436962,0.029563038
591,Duke,Murray State,0.895919871,0.104080129
592,Duke,North Dakota State,0.974799572,0.025200428
593,Duke,Northern Kentucky,0.977230804,0.022769196
594,Duke,North Carolina Central,0.952866068,0.047133932
595,Duke,Nevada,0.690936756,0.309063244
596,Duke,New Mexico State,0.753024495,0.246975505
597,Duke,North Carolina,0.677423999,0.322576001
598,Duke,Northeastern,0.935509337,0.064490663
599,Duke,Ohio State,0.803309151,0.196690849
600,Duke,Oklahoma,0.836721217,0.163278783
601,Duke,Old Dominion,0.733577234,0.266422766
602,Duke,Oregon,0.895388145,0.104611855
603,Duke,Prairie View,0.879259906,0.120740094
604,Duke,Purdue,0.708923909,0.291076091
605,Duke,Seton Hall,0.70334288,0.29665712
606,Duke,St. John's (NY),0.65526586,0.34473414
607,Duke,Saint Louis,0.862497364,0.137502636
608,Duke,Saint Mary's,0.7488794,0.2511206
609,Duke,Syracuse,0.807873619,0.192126381
610,Duke,Temple,0.685522585,0.314477415
611,Duke,Tennessee,0.797260207,0.202739793
612,Duke,Texas Tech,0.709869269,0.290130731
613,Duke,UC-Irvine,0.89241269,0.10758731
614,Duke,Central Florida,0.73901358,0.26098642
615,Duke,Utah State,0.736744152,0.263255848
616,Duke,VCU,0.806871505,0.193128495
617,Duke,Vermont,0.915001595,0.084998405
618,Duke,Villanova,0.61674968,0.38325032
619,Duke,Virginia,0.500145675,0.499854325
620,Duke,Virginia Tech,0.756823743,0.243176257
621,Duke,Washington,0.771984879,0.228015121
622,Duke,Wisconsin,0.733220448,0.266779552
623,Duke,Wofford,0.686316238,0.313683762
624,Duke,Yale,0.972362763,0.027637237
625,Fairleigh Dickinson,Florida,0.088286185,0.911713815
626,Fairleigh Dickinson,Florida State,0.062109491,0.937890509
627,Fairleigh Dickinson,Gardner-Webb,0.173185205,0.826814795
628,Fairleigh Dickinson,Georgia State,0.062860362,0.937139638
629,Fairleigh Dickinson,Gonzaga,0.108244947,0.891755053
630,Fairleigh Dickinson,Houston,0.10361961,0.89638039
631,Fairleigh Dickinson,Iona,0.238825519,0.761174481
632,Fairleigh Dickinson,Iowa,0.043222419,0.956777581
633,Fairleigh Dickinson,Iowa State,0.03169647,0.96830353
634,Fairleigh Dickinson,Kansas,0.052777016,0.947222984
635,Fairleigh Dickinson,Kansas State,0.093605569,0.906394431
636,Fairleigh Dickinson,Kentucky,0.071857879,0.928142121
637,Fairleigh Dickinson,Liberty,0.326566876,0.673433124
638,Fairleigh Dickinson,Louisville,0.049822803,0.950177197
639,Fairleigh Dickinson,LSU,0.090521144,0.909478856
640,Fairleigh Dickinson,Marquette,0.110066996,0.889933004
641,Fairleigh Dickinson,Maryland,0.159314632,0.840685368
642,Fairleigh Dickinson,Michigan,0.101898353,0.898101647
643,Fairleigh Dickinson,Michigan State,0.183064468,0.816935532
644,Fairleigh Dickinson,Minnesota,0.058059006,0.941940994
645,Fairleigh Dickinson,Mississippi,0.034976685,0.965023315
646,Fairleigh Dickinson,Mississippi State,0.108731319,0.891268681
647,Fairleigh Dickinson,Montana,0.241232397,0.758767603
648,Fairleigh Dickinson,Murray State,0.204313797,0.795686203
649,Fairleigh Dickinson,North Dakota State,0.171875852,0.828124148
650,Fairleigh Dickinson,Northern Kentucky,0.131627956,0.868372044
651,Fairleigh Dickinson,North Carolina Central,0.282524622,0.717475378
652,Fairleigh Dickinson,Nevada,0.105346673,0.894653327
653,Fairleigh Dickinson,New Mexico State,0.046697399,0.953302601
654,Fairleigh Dickinson,North Carolina,0.072581912,0.927418088
655,Fairleigh Dickinson,Northeastern,0.074013688,0.925986312
656,Fairleigh Dickinson,Ohio State,0.0425558,0.9574442
657,Fairleigh Dickinson,Oklahoma,0.036736278,0.963263722
658,Fairleigh Dickinson,Old Dominion,0.09456359,0.90543641
659,Fairleigh Dickinson,Oregon,0.024241041,0.975758959
660,Fairleigh Dickinson,Prairie View,0.474496088,0.525503912
661,Fairleigh Dickinson,Purdue,0.072572507,0.927427493
662,Fairleigh Dickinson,Seton Hall,0.092068717,0.907931283
663,Fairleigh Dickinson,St. John's (NY),0.102059476,0.897940524
664,Fairleigh Dickinson,Saint Louis,0.06394235,0.93605765
665,Fairleigh Dickinson,Saint Mary's,0.054823907,0.945176093
666,Fairleigh Dickinson,Syracuse,0.102522766,0.897477234
667,Fairleigh Dickinson,Temple,0.107378483,0.892621517
668,Fairleigh Dickinson,Tennessee,0.093145239,0.906854761
669,Fairleigh Dickinson,Texas Tech,0.110141196,0.889858804
670,Fairleigh Dickinson,UC-Irvine,0.050282123,0.949717877
671,Fairleigh Dickinson,Central Florida,0.0471368,0.9528632
672,Fairleigh Dickinson,Utah State,0.053599952,0.946400048
673,Fairleigh Dickinson,VCU,0.058482104,0.941517896
674,Fairleigh Dickinson,Vermont,0.032764001,0.967235999
675,Fairleigh Dickinson,Villanova,0.059823368,0.940176632
676,Fairleigh Dickinson,Virginia,0.13394497,0.86605503
677,Fairleigh Dickinson,Virginia Tech,0.101101091,0.898898909
678,Fairleigh Dickinson,Washington,0.109084616,0.890915384
679,Fairleigh Dickinson,Wisconsin,0.071949766,0.928050234
680,Fairleigh Dickinson,Wofford,0.173151559,0.826848441
681,Fairleigh Dickinson,Yale,0.307022298,0.692977702
682,Florida,Florida State,0.671571727,0.328428273
683,Florida,Gardner-Webb,0.695072631,0.304927369
684,Florida,Georgia State,0.538881446,0.461118554
685,Florida,Gonzaga,0.393152977,0.606847023
686,Florida,Houston,0.654441291,0.345558709
687,Florida,Iona,0.911831022,0.088168978
688,Florida,Iowa,0.53790041,0.46209959
689,Florida,Iowa State,0.61743919,0.38256081
690,Florida,Kansas,0.34666541,0.65333459
691,Florida,Kansas State,0.682912875,0.317087125
692,Florida,Kentucky,0.409409426,0.590590574
693,Florida,Liberty,0.588892306,0.411107694
694,Florida,Louisville,0.702495616,0.297504384
695,Florida,LSU,0.608093234,0.391906766
696,Florida,Marquette,0.795029755,0.204970245
697,Florida,Maryland,0.793906231,0.206093769
698,Florida,Michigan,0.621161591,0.378838409
699,Florida,Michigan State,0.467316056,0.532683944
700,Florida,Minnesota,0.668977246,0.331022754
701,Florida,Mississippi,0.618744519,0.381255481
702,Florida,Mississippi State,0.655249794,0.344750206
703,Florida,Montana,0.520719004,0.479280996
704,Florida,Murray State,0.60396029,0.39603971
705,Florida,North Dakota State,0.868085243,0.131914757
706,Florida,Northern Kentucky,0.661647717,0.338352283
707,Florida,North Carolina Central,0.741816937,0.258183063
708,Florida,Nevada,0.64968425,0.35031575
709,Florida,New Mexico State,0.610994994,0.389005006
710,Florida,North Carolina,0.349598527,0.650401473
711,Florida,Northeastern,0.644431246,0.355568754
712,Florida,Ohio State,0.770651776,0.229348224
713,Florida,Oklahoma,0.646109531,0.353890469
714,Florida,Old Dominion,0.70177687,0.29822313
715,Florida,Oregon,0.616529898,0.383470102
716,Florida,Prairie View,0.844709548,0.155290452
717,Florida,Purdue,0.714103094,0.285896906
718,Florida,Seton Hall,0.611481644,0.388518356
719,Florida,St. John's (NY),0.660747073,0.339252927
720,Florida,Saint Louis,0.694475877,0.305524123
721,Florida,Saint Mary's,0.646094463,0.353905537
722,Florida,Syracuse,0.543331496,0.456668504
723,Florida,Temple,0.599592751,0.400407249
724,Florida,Tennessee,0.649918087,0.350081913
725,Florida,Texas Tech,0.65881026,0.34118974
726,Florida,UC-Irvine,0.685778252,0.314221748
727,Florida,Central Florida,0.685779849,0.314220151
728,Florida,Utah State,0.709337098,0.290662902
729,Florida,VCU,0.665850579,0.334149421
730,Florida,Vermont,0.628727073,0.371272927
731,Florida,Villanova,0.654937106,0.345062894
732,Florida,Virginia,0.691211113,0.308788887
733,Florida,Virginia Tech,0.60498662,0.39501338
734,Florida,Washington,0.545200786,0.454799214
735,Florida,Wisconsin,0.520969679,0.479030321
736,Florida,Wofford,0.643914177,0.356085823
737,Florida,Yale,0.754673748,0.245326252
738,Florida State,Gardner-Webb,0.697991426,0.302008574
739,Florida State,Georgia State,0.810076511,0.189923489
740,Florida State,Gonzaga,0.291837994,0.708162006
741,Florida State,Houston,0.654008067,0.345991933
742,Florida State,Iona,0.96152865,0.03847135
743,Florida State,Iowa,0.755656613,0.244343387
744,Florida State,Iowa State,0.441449538,0.558550462
745,Florida State,Kansas,0.212105231,0.787894769
746,Florida State,Kansas State,0.68623607,0.31376393
747,Florida State,Kentucky,0.186994431,0.813005569
748,Florida State,Liberty,0.526137339,0.473862661
749,Florida State,Louisville,0.38079046,0.61920954
750,Florida State,LSU,0.769944604,0.230055396
751,Florida State,Marquette,0.642222463,0.357777537
752,Florida State,Maryland,0.642627354,0.357372646
753,Florida State,Michigan,0.357837836,0.642162164
754,Florida State,Michigan State,0.251467162,0.748532838
755,Florida State,Minnesota,0.670268518,0.329731482
756,Florida State,Mississippi,0.856169923,0.143830077
757,Florida State,Mississippi State,0.715075852,0.284924148
758,Florida State,Montana,0.672788052,0.327211948
759,Florida State,Murray State,0.602325591,0.397674409
760,Florida State,North Dakota State,0.952145575,0.047854425
761,Florida State,Northern Kentucky,0.689306346,0.310693654
762,Florida State,North Carolina Central,0.931277501,0.068722499
763,Florida State,Nevada,0.430075198,0.569924802
764,Florida State,New Mexico State,0.572536866,0.427463134
765,Florida State,North Carolina,0.330453036,0.669546964
766,Florida State,Northeastern,0.6780345,0.3219655
767,Florida State,Ohio State,0.449290225,0.550709775
768,Florida State,Oklahoma,0.638389181,0.361610819
769,Florida State,Old Dominion,0.752522016,0.247477984
770,Florida State,Oregon,0.721862248,0.278137752
771,Florida State,Prairie View,0.859640949,0.140359051
772,Florida State,Purdue,0.427829002,0.572170998
773,Florida State,Seton Hall,0.775728621,0.224271379
774,Florida State,St. John's (NY),0.727306332,0.272693668
775,Florida State,Saint Louis,0.867895339,0.132104661
776,Florida State,Saint Mary's,0.500540485,0.499459515
777,Florida State,Syracuse,0.386813925,0.613186075
778,Florida State,Temple,0.747659996,0.252340004
779,Florida State,Tennessee,0.55712653,0.44287347
780,Florida State,Texas Tech,0.543348051,0.456651949
781,Florida State,UC-Irvine,0.650217524,0.349782476
782,Florida State,Central Florida,0.47959991,0.52040009
783,Florida State,Utah State,0.569521388,0.430478612
784,Florida State,VCU,0.548797368,0.451202632
785,Florida State,Vermont,0.628409994,0.371590006
786,Florida State,Villanova,0.26499934,0.73500066
787,Florida State,Virginia,0.46303149,0.53696851
788,Florida State,Virginia Tech,0.513921004,0.486078996
789,Florida State,Washington,0.713035174,0.286964826
790,Florida State,Wisconsin,0.168340074,0.831659926
791,Florida State,Wofford,0.555175833,0.444824167
792,Florida State,Yale,0.777347548,0.222652452
793,Gardner-Webb,Georgia State,0.153683284,0.846316716
794,Gardner-Webb,Gonzaga,0.106180049,0.893819951
795,Gardner-Webb,Houston,0.093491991,0.906508009
796,Gardner-Webb,Iona,0.392461865,0.607538135
797,Gardner-Webb,Iowa,0.063652437,0.936347563
798,Gardner-Webb,Iowa State,0.037069503,0.962930497
799,Gardner-Webb,Kansas,0.059062251,0.940937749
800,Gardner-Webb,Kansas State,0.096133368,0.903866632
801,Gardner-Webb,Kentucky,0.073930216,0.926069784
802,Gardner-Webb,Liberty,0.579532841,0.420467159
803,Gardner-Webb,Louisville,0.078387358,0.921612642
804,Gardner-Webb,LSU,0.109397968,0.890602032
805,Gardner-Webb,Marquette,0.160891053,0.839108947
806,Gardner-Webb,Maryland,0.177072773,0.822927227
807,Gardner-Webb,Michigan,0.098948872,0.901051128
808,Gardner-Webb,Michigan State,0.163232091,0.836767909
809,Gardner-Webb,Minnesota,0.063070667,0.936929333
810,Gardner-Webb,Mississippi,0.070872068,0.929127932
811,Gardner-Webb,Mississippi State,0.107556001,0.892443999
812,Gardner-Webb,Montana,0.340062897,0.659937103
813,Gardner-Webb,Murray State,0.24913108,0.75086892
814,Gardner-Webb,North Dakota State,0.292853015,0.707146985
815,Gardner-Webb,Northern Kentucky,0.584197632,0.415802368
816,Gardner-Webb,North Carolina Central,0.741812409,0.258187591
817,Gardner-Webb,Nevada,0.074471091,0.925528909
818,Gardner-Webb,New Mexico State,0.062710774,0.937289226
819,Gardner-Webb,North Carolina,0.078394983,0.921605017
820,Gardner-Webb,Northeastern,0.187785348,0.812214652
821,Gardner-Webb,Ohio State,0.061932849,0.938067151
822,Gardner-Webb,Oklahoma,0.06090373,0.93909627
823,Gardner-Webb,Old Dominion,0.118027237,0.881972763
824,Gardner-Webb,Oregon,0.050099853,0.949900147
825,Gardner-Webb,Prairie View,0.508142983,0.491857017
826,Gardner-Webb,Purdue,0.087460557,0.912539443
827,Gardner-Webb,Seton Hall,0.102571375,0.897428625
828,Gardner-Webb,St. John's (NY),0.101375986,0.898624014
829,Gardner-Webb,Saint Louis,0.089203691,0.910796309
830,Gardner-Webb,Saint Mary's,0.050491967,0.949508033
831,Gardner-Webb,Syracuse,0.079174729,0.920825271
832,Gardner-Webb,Temple,0.106933128,0.893066872
833,Gardner-Webb,Tennessee,0.108598516,0.891401484
834,Gardner-Webb,Texas Tech,0.102737162,0.897262838
835,Gardner-Webb,UC-Irvine,0.134498787,0.865501213
836,Gardner-Webb,Central Florida,0.044830004,0.955169996
837,Gardner-Webb,Utah State,0.052555715,0.947444285
838,Gardner-Webb,VCU,0.074055888,0.925944112
839,Gardner-Webb,Vermont,0.178520124,0.821479876
840,Gardner-Webb,Villanova,0.08238243,0.91761757
841,Gardner-Webb,Virginia,0.10371083,0.89628917
842,Gardner-Webb,Virginia Tech,0.098012285,0.901987715
843,Gardner-Webb,Washington,0.111638186,0.888361814
844,Gardner-Webb,Wisconsin,0.06876834,0.93123166
845,Gardner-Webb,Wofford,0.169580301,0.830419699
846,Gardner-Webb,Yale,0.413388137,0.586611863
847,Georgia State,Gonzaga,0.073633677,0.926366323
848,Georgia State,Houston,0.166325089,0.833674911
849,Georgia State,Iona,0.63288238,0.36711762
850,Georgia State,Iowa,0.185559324,0.814440676
851,Georgia State,Iowa State,0.252175819,0.747824181
852,Georgia State,Kansas,0.273308042,0.726691958
853,Georgia State,Kansas State,0.143642216,0.856357784
854,Georgia State,Kentucky,0.101855869,0.898144131
855,Georgia State,Liberty,0.658048146,0.341951854
856,Georgia State,Louisville,0.34311759,0.65688241
857,Georgia State,LSU,0.071848819,0.928151181
858,Georgia State,Marquette,0.337815692,0.662184308
859,Georgia State,Maryland,0.328071587,0.671928413
860,Georgia State,Michigan,0.094942288,0.905057712
861,Georgia State,Michigan State,0.183622571,0.816377429
862,Georgia State,Minnesota,0.387338793,0.612661207
863,Georgia State,Mississippi,0.128747013,0.871252987
864,Georgia State,Mississippi State,0.360113752,0.639886248
865,Georgia State,Montana,0.479724495,0.520275505
866,Georgia State,Murray State,0.134978723,0.865021277
867,Georgia State,North Dakota State,0.748868372,0.251131628
868,Georgia State,Northern Kentucky,0.621050192,0.378949808
869,Georgia State,North Carolina Central,0.890256221,0.109743779
870,Georgia State,Nevada,0.203324438,0.796675562
871,Georgia State,New Mexico State,0.285510233,0.714489767
872,Georgia State,North Carolina,0.148167535,0.851832465
873,Georgia State,Northeastern,0.613943712,0.386056288
874,Georgia State,Ohio State,0.281184003,0.718815997
875,Georgia State,Oklahoma,0.295415596,0.704584404
876,Georgia State,Old Dominion,0.43701681,0.56298319
877,Georgia State,Oregon,0.092583986,0.907416014
878,Georgia State,Prairie View,0.796366547,0.203633453
879,Georgia State,Purdue,0.272673667,0.727326333
880,Georgia State,Seton Hall,0.247206429,0.752793571
881,Georgia State,St. John's (NY),0.41471826,0.58528174
882,Georgia State,Saint Louis,0.217350321,0.782649679
883,Georgia State,Saint Mary's,0.301480664,0.698519336
884,Georgia State,Syracuse,0.169897798,0.830102202
885,Georgia State,Temple,0.259738547,0.740261453
886,Georgia State,Tennessee,0.066022541,0.933977459
887,Georgia State,Texas Tech,0.163448274,0.836551726
888,Georgia State,UC-Irvine,0.535565851,0.464434149
889,Georgia State,Central Florida,0.358186148,0.641813852
890,Georgia State,Utah State,0.391846396,0.608153604
891,Georgia State,VCU,0.218120708,0.781879292
892,Georgia State,Vermont,0.213993653,0.786006347
893,Georgia State,Villanova,0.174278881,0.825721119
894,Georgia State,Virginia,0.117027233,0.882972767
895,Georgia State,Virginia Tech,0.326647017,0.673352983
896,Georgia State,Washington,0.169764085,0.830235915
897,Georgia State,Wisconsin,0.152410009,0.847589991
898,Georgia State,Wofford,0.609950605,0.390049395
899,Georgia State,Yale,0.722956566,0.277043434
900,Gonzaga,Houston,0.60247289,0.39752711
901,Gonzaga,Iona,0.972018103,0.027981897
902,Gonzaga,Iowa,0.883440714,0.116559286
903,Gonzaga,Iowa State,0.6780238,0.3219762
904,Gonzaga,Kansas,0.539639807,0.460360193
905,Gonzaga,Kansas State,0.644184663,0.355815337
906,Gonzaga,Kentucky,0.686617133,0.313382867
907,Gonzaga,Liberty,0.874668591,0.125331409
908,Gonzaga,Louisville,0.839345547,0.160654453
909,Gonzaga,LSU,0.725238625,0.274761375
910,Gonzaga,Marquette,0.773341621,0.226658379
911,Gonzaga,Maryland,0.79641003,0.20358997
912,Gonzaga,Michigan,0.667844459,0.332155541
913,Gonzaga,Michigan State,0.823669261,0.176330739
914,Gonzaga,Minnesota,0.850346098,0.149653902
915,Gonzaga,Mississippi,0.847688441,0.152311559
916,Gonzaga,Mississippi State,0.783193253,0.216806747
917,Gonzaga,Montana,0.964795873,0.035204127
918,Gonzaga,Murray State,0.971402575,0.028597425
919,Gonzaga,North Dakota State,0.972859371,0.027140629
920,Gonzaga,Northern Kentucky,0.967813717,0.032186283
921,Gonzaga,North Carolina Central,0.964764765,0.035235235
922,Gonzaga,Nevada,0.742476972,0.257523028
923,Gonzaga,New Mexico State,0.864504131,0.135495869
924,Gonzaga,North Carolina,0.50624129,0.49375871
925,Gonzaga,Northeastern,0.969190806,0.030809194
926,Gonzaga,Ohio State,0.851288175,0.148711825
927,Gonzaga,Oklahoma,0.849363858,0.150636142
928,Gonzaga,Old Dominion,0.725766996,0.274233004
929,Gonzaga,Oregon,0.834417601,0.165582399
930,Gonzaga,Prairie View,0.871065448,0.128934552
931,Gonzaga,Purdue,0.633007021,0.366992979
932,Gonzaga,Seton Hall,0.715357821,0.284642179
933,Gonzaga,St. John's (NY),0.809281762,0.190718238
934,Gonzaga,Saint Louis,0.904155405,0.095844595
935,Gonzaga,Saint Mary's,0.851049004,0.148950996
936,Gonzaga,Syracuse,0.862329647,0.137670353
937,Gonzaga,Temple,0.884966077,0.115033923
938,Gonzaga,Tennessee,0.631835297,0.368164703
939,Gonzaga,Texas Tech,0.762753162,0.237246838
940,Gonzaga,UC-Irvine,0.92108445,0.07891555
941,Gonzaga,Central Florida,0.936109936,0.063890064
942,Gonzaga,Utah State,0.892360033,0.107639967
943,Gonzaga,VCU,0.55958163,0.44041837
944,Gonzaga,Vermont,0.920727154,0.079272846
945,Gonzaga,Villanova,0.644895382,0.355104618
946,Gonzaga,Virginia,0.674679623,0.325320377
947,Gonzaga,Virginia Tech,0.722191028,0.277808972
948,Gonzaga,Washington,0.755394066,0.244605934
949,Gonzaga,Wisconsin,0.611412877,0.388587123
950,Gonzaga,Wofford,0.659850402,0.340149598
951,Gonzaga,Yale,0.978402738,0.021597262
952,Houston,Iona,0.859138308,0.140861692
953,Houston,Iowa,0.507915064,0.492084936
954,Houston,Iowa State,0.392595125,0.607404875
955,Houston,Kansas,0.422204425,0.577795575
956,Houston,Kansas State,0.526513592,0.473486408
957,Houston,Kentucky,0.188437432,0.811562568
958,Houston,Liberty,0.715053678,0.284946322
959,Houston,Louisville,0.496309393,0.503690607
960,Houston,LSU,0.241481374,0.758518626
961,Houston,Marquette,0.44667984,0.55332016
962,Houston,Maryland,0.502784381,0.497215619
963,Houston,Michigan,0.327858222,0.672141778
964,Houston,Michigan State,0.313111636,0.686888364
965,Houston,Minnesota,0.629758891,0.370241109
966,Houston,Mississippi,0.627239192,0.372760808
967,Houston,Mississippi State,0.398549118,0.601450882
968,Houston,Montana,0.905030305,0.094969695
969,Houston,Murray State,0.608134463,0.391865537
970,Houston,North Dakota State,0.848799231,0.151200769
971,Houston,Northern Kentucky,0.97536811,0.02463189
972,Houston,North Carolina Central,0.962509177,0.037490823
973,Houston,Nevada,0.645504066,0.354495934
974,Houston,New Mexico State,0.803808057,0.196191943
975,Houston,North Carolina,0.33183025,0.66816975
976,Houston,Northeastern,0.851065206,0.148934794
977,Houston,Ohio State,0.501127267,0.498872733
978,Houston,Oklahoma,0.5891271,0.4108729
979,Houston,Old Dominion,0.680132812,0.319867188
980,Houston,Oregon,0.607158308,0.392841692
981,Houston,Prairie View,0.859751002,0.140248998
982,Houston,Purdue,0.384678594,0.615321406
983,Houston,Seton Hall,0.630911358,0.369088642
984,Houston,St. John's (NY),0.691520027,0.308479973
985,Houston,Saint Louis,0.84173129,0.15826871
986,Houston,Saint Mary's,0.627742815,0.372257185
987,Houston,Syracuse,0.503352773,0.496647227
988,Houston,Temple,0.65391368,0.34608632
989,Houston,Tennessee,0.257578922,0.742421078
990,Houston,Texas Tech,0.241716213,0.758283787
991,Houston,UC-Irvine,0.842925608,0.157074392
992,Houston,Central Florida,0.718680049,0.281319951
993,Houston,Utah State,0.51479627,0.48520373
994,Houston,VCU,0.471469017,0.528530983
995,Houston,Vermont,0.872036633,0.127963367
996,Houston,Villanova,0.495371797,0.504628203
997,Houston,Virginia,0.152662941,0.847337059
998,Houston,Virginia Tech,0.339068152,0.660931848
999,Houston,Washington,0.529563194,0.470436806
1000,Houston,Wisconsin,0.430329999,0.569670001
1001,Houston,Wofford,0.716299957,0.283700043
1002,Houston,Yale,0.87266251,0.12733749
1003,Iona,Iowa,0.1704495,0.8295505
1004,Iona,Iowa State,0.049953844,0.950046156
1005,Iona,Kansas,0.074030919,0.925969081
1006,Iona,Kansas State,0.078893504,0.921106496
1007,Iona,Kentucky,0.121325341,0.878674659
1008,Iona,Liberty,0.626228299,0.373771701
1009,Iona,Louisville,0.086237323,0.913762677
1010,Iona,LSU,0.207554455,0.792445545
1011,Iona,Marquette,0.168548587,0.831451413
1012,Iona,Maryland,0.179478286,0.820521714
1013,Iona,Michigan,0.094188774,0.905811226
1014,Iona,Michigan State,0.225045387,0.774954613
1015,Iona,Minnesota,0.062171917,0.937828083
1016,Iona,Mississippi,0.140764005,0.859235995
1017,Iona,Mississippi State,0.158014678,0.841985322
1018,Iona,Montana,0.644094283,0.355905717
1019,Iona,Murray State,0.449942925,0.550057075
1020,Iona,North Dakota State,0.689786124,0.310213876
1021,Iona,Northern Kentucky,0.570718979,0.429281021
1022,Iona,North Carolina Central,0.676322006,0.323677994
1023,Iona,Nevada,0.307996904,0.692003096
1024,Iona,New Mexico State,0.378156021,0.621843979
1025,Iona,North Carolina,0.100999996,0.899000004
1026,Iona,Northeastern,0.564909048,0.435090952
1027,Iona,Ohio State,0.035769684,0.964230316
1028,Iona,Oklahoma,0.050830393,0.949169607
1029,Iona,Old Dominion,0.35873566,0.64126434
1030,Iona,Oregon,0.052428833,0.947571167
1031,Iona,Prairie View,0.543359704,0.456640296
1032,Iona,Purdue,0.092223066,0.907776934
1033,Iona,Seton Hall,0.180016515,0.819983485
1034,Iona,St. John's (NY),0.110506273,0.889493727
1035,Iona,Saint Louis,0.334479817,0.665520183
1036,Iona,Saint Mary's,0.06724375,0.93275625
1037,Iona,Syracuse,0.063969862,0.936030138
1038,Iona,Temple,0.198142909,0.801857091
1039,Iona,Tennessee,0.128111606,0.871888394
1040,Iona,Texas Tech,0.159249445,0.840750555
1041,Iona,UC-Irvine,0.692213377,0.307786623
1042,Iona,Central Florida,0.253455327,0.746544673
1043,Iona,Utah State,0.130167204,0.869832796
1044,Iona,VCU,0.121199707,0.878800293
1045,Iona,Vermont,0.544291605,0.455708395
1046,Iona,Villanova,0.095326423,0.904673577
1047,Iona,Virginia,0.137280221,0.862719779
1048,Iona,Virginia Tech,0.165114224,0.834885776
1049,Iona,Washington,0.220175181,0.779824819
1050,Iona,Wisconsin,0.089704523,0.910295477
1051,Iona,Wofford,0.634987116,0.365012884
1052,Iona,Yale,0.717007667,0.282992333
1053,Iowa,Iowa State,0.129501172,0.870498828
1054,Iowa,Kansas,0.197898863,0.802101137
1055,Iowa,Kansas State,0.432822796,0.567177204
1056,Iowa,Kentucky,0.250213605,0.749786395
1057,Iowa,Liberty,0.553232981,0.446767019
1058,Iowa,Louisville,0.158371752,0.841628248
1059,Iowa,LSU,0.60434469,0.39565531
1060,Iowa,Marquette,0.374322009,0.625677991
1061,Iowa,Maryland,0.500422238,0.499577762
1062,Iowa,Michigan,0.433617145,0.566382855
1063,Iowa,Michigan State,0.311333982,0.688666018
1064,Iowa,Minnesota,0.264874035,0.735125965
1065,Iowa,Mississippi,0.428611597,0.571388403
1066,Iowa,Mississippi State,0.700532737,0.299467263
1067,Iowa,Montana,0.473049107,0.526950893
1068,Iowa,Murray State,0.601826579,0.398173421
1069,Iowa,North Dakota State,0.865441582,0.134558418
1070,Iowa,Northern Kentucky,0.668434472,0.331565528
1071,Iowa,North Carolina Central,0.895270725,0.104729275
1072,Iowa,Nevada,0.607987658,0.392012342
1073,Iowa,New Mexico State,0.685532371,0.314467629
1074,Iowa,North Carolina,0.247422661,0.752577339
1075,Iowa,Northeastern,0.430514502,0.569485498
1076,Iowa,Ohio State,0.238278255,0.761721745
1077,Iowa,Oklahoma,0.161691173,0.838308827
1078,Iowa,Old Dominion,0.618980453,0.381019547
