ID,Pred
2019_1211_1371,0.748737723
2019_1211_1385,0.819201753
2019_1211_1387,0.898822393
2019_1211_1388,0.830471304
2019_1211_1393,0.824236756
2019_1211_1396,0.874853517
2019_1211_1397,0.635812919
2019_1211_1403,0.746935568
2019_1211_1414,0.901893615
2019_1211_1416,0.906524542
2019_1211_1429,0.881032452
2019_1211_1433,0.539754494
2019_1211_1436,0.924555879
2019_1211_1437,0.628969885
2019_1211_1438,0.67769369
2019_1211_1439,0.750293754
2019_1211_1449,0.788086353
2019_1211_1458,0.616345021
2019_1211_1459,0.705163171
2019_1211_1463,0.985410957
2019_1222_1233,0.851847888
2019_1222_1234,0.546838728
2019_1222_1235,0.370204721
2019_1222_1242,0.481555054
2019_1222_1243,0.51844195
2019_1222_1246,0.189156915
2019_1222_1251,0.665933794
2019_1222_1257,0.526055252
2019_1222_1261,0.261892562
2019_1222_1266,0.401118351
2019_1222_1268,0.524024378
2019_1222_1276,0.307961971
2019_1222_1277,0.294797638
2019_1222_1278,0.637036173
2019_1222_1279,0.664708171
2019_1222_1280,0.394198144
2019_1222_1285,0.905236775
2019_1222_1293,0.621344313
2019_1222_1295,0.858187865
2019_1222_1297,0.957467464
2019_1222_1300,0.966542983
2019_1222_1305,0.636248633
2019_1222_1308,0.753445624
2019_1222_1314,0.351543234
2019_1222_1318,0.871549511
2019_1222_1326,0.539964483
2019_1222_1328,0.584757928
2019_1222_1330,0.683807919
2019_1222_1332,0.620009216
2019_1222_1341,0.866655916
2019_1222_1345,0.414100131
2019_1222_1371,0.663296978
2019_1222_1385,0.677321108
2019_1222_1387,0.769104492
2019_1222_1388,0.623930337
2019_1222_1393,0.534686479
2019_1222_1396,0.676254848
2019_1222_1397,0.222597574
2019_1222_1403,0.234113993
2019_1222_1414,0.853047488
2019_1222_1416,0.704445913
2019_1222_1429,0.519963593
2019_1222_1433,0.516451418
2019_1222_1436,0.862876234
2019_1222_1437,0.549929009
2019_1222_1438,0.153685878
2019_1222_1439,0.342623083
2019_1222_1449,0.584937874
2019_1222_1458,0.485135687
2019_1222_1459,0.733092619
2019_1222_1463,0.889965991
2019_1233_1234,0.157592944
2019_1233_1235,0.061588342
2019_1233_1242,0.071885291
2019_1233_1243,0.076648471
2019_1233_1246,0.124653334
2019_1233_1251,0.608825032
2019_1233_1257,0.094073667
2019_1233_1261,0.180305692
2019_1233_1266,0.173660481
2019_1233_1268,0.1762395
2019_1233_1276,0.091653315
2019_1233_1277,0.215775147
2019_1233_1278,0.077156153
2019_1233_1279,0.121365611
2019_1233_1280,0.160833143
2019_1233_1285,0.651558489
2019_1233_1293,0.450738974
2019_1233_1295,0.688393245
2019_1233_1297,0.573930054
2019_1233_1300,0.676172258
2019_1233_1305,0.333223652
2019_1233_1308,0.395906015
2019_1233_1314,0.110114912
2019_1233_1318,0.590649246
2019_1233_1326,0.042916744
2019_1233_1328,0.06299845
2019_1233_1330,0.393292066
2019_1233_1332,0.055204394
2019_1233_1341,0.548217174
2019_1233_1345,0.091146587
2019_1233_1371,0.135237271
2019_1233_1385,0.130238268
2019_1233_1387,0.352047251
2019_1233_1388,0.093055054
2019_1233_1393,0.082686487
2019_1233_1396,0.17869277
2019_1233_1397,0.136420831
2019_1233_1403,0.171132001
2019_1233_1414,0.691888117
2019_1233_1416,0.301696829
2019_1233_1429,0.171853665
2019_1233_1433,0.092823158
2019_1233_1436,0.589195441
2019_1233_1437,0.08000915
2019_1233_1438,0.146986293
2019_1233_1439,0.180522593
2019_1233_1449,0.183881069
2019_1233_1458,0.071851918
2019_1233_1459,0.635702347
2019_1233_1463,0.728188534
2019_1234_1235,0.150500463
2019_1234_1242,0.177641409
2019_1234_1243,0.38966767
2019_1234_1246,0.294304853
2019_1234_1251,0.552843665
2019_1234_1257,0.160656926
2019_1234_1261,0.627153003
2019_1234_1266,0.331564592
2019_1234_1268,0.470161235
2019_1234_1276,0.401698111
2019_1234_1277,0.322203453
2019_1234_1278,0.26787583
2019_1234_1279,0.457087094
2019_1234_1280,0.716042198
2019_1234_1285,0.497983238
2019_1234_1293,0.61215759
2019_1234_1295,0.869841009
2019_1234_1297,0.638773709
2019_1234_1300,0.907584202
2019_1234_1305,0.624323418
2019_1234_1308,0.690027001
2019_1234_1314,0.265319337
2019_1234_1318,0.40176939
2019_1234_1326,0.171100067
2019_1234_1328,0.124093584
2019_1234_1330,0.598794706
2019_1234_1332,0.175850458
2019_1234_1341,0.870331102
2019_1234_1345,0.272458909
2019_1234_1371,0.399051851
2019_1234_1385,0.581956362
2019_1234_1387,0.783316702
2019_1234_1388,0.36078693
2019_1234_1393,0.288113146
2019_1234_1396,0.468356102
2019_1234_1397,0.394261372
2019_1234_1403,0.634868823
2019_1234_1414,0.487009005
2019_1234_1416,0.598817552
2019_1234_1429,0.712159573
2019_1234_1433,0.531111192
2019_1234_1436,0.501093817
2019_1234_1437,0.371777469
2019_1234_1438,0.184726554
2019_1234_1439,0.575299232
2019_1234_1449,0.510289502
2019_1234_1458,0.310576599
2019_1234_1459,0.610535795
2019_1234_1463,0.641966161
2019_1235_1242,0.177926665
2019_1235_1243,0.473682282
2019_1235_1246,0.357841704
2019_1235_1251,0.466967985
2019_1235_1257,0.307680111
2019_1235_1261,0.658322224
2019_1235_1266,0.690149392
2019_1235_1268,0.601020495
2019_1235_1276,0.497765819
2019_1235_1277,0.407285484
2019_1235_1278,0.50698882
2019_1235_1279,0.857187117
2019_1235_1280,0.620868241
2019_1235_1285,0.83799398
2019_1235_1293,0.49896086
2019_1235_1295,0.971785241
2019_1235_1297,0.931396579
2019_1235_1300,0.947140695
2019_1235_1305,0.667160515
2019_1235_1308,0.695885383
2019_1235_1314,0.436667044
2019_1235_1318,0.803650424
2019_1235_1326,0.481513569
2019_1235_1328,0.595762098
2019_1235_1330,0.54222843
2019_1235_1332,0.733009571
2019_1235_1341,0.886330999
2019_1235_1345,0.459462668
2019_1235_1371,0.576405902
2019_1235_1385,0.459744659
2019_1235_1387,0.637169874
2019_1235_1388,0.595953452
2019_1235_1393,0.340154209
2019_1235_1396,0.539416778
2019_1235_1397,0.663837837
2019_1235_1403,0.612700651
2019_1235_1414,0.781127929
2019_1235_1416,0.713260546
2019_1235_1429,0.633233624
2019_1235_1433,0.731032994
2019_1235_1436,0.774995537
2019_1235_1437,0.391367493
2019_1235_1438,0.444035568
2019_1235_1439,0.704217053
2019_1235_1449,0.636907684
2019_1235_1458,0.277675102
2019_1235_1459,0.636026821
2019_1235_1463,0.713945522
2019_1242_1243,0.610197504
2019_1242_1246,0.663307994
2019_1242_1251,0.493928885
2019_1242_1257,0.728981364
2019_1242_1261,0.637948722
2019_1242_1266,0.521707796
2019_1242_1268,0.532369291
2019_1242_1276,0.374407061
2019_1242_1277,0.734988344
2019_1242_1278,0.741614274
2019_1242_1279,0.755946983
2019_1242_1280,0.771842606
2019_1242_1285,0.803687927
2019_1242_1293,0.647222792
2019_1242_1295,0.980301109
2019_1242_1297,0.660690998
2019_1242_1300,0.940022772
2019_1242_1305,0.49669223
2019_1242_1308,0.742909158
2019_1242_1314,0.74314125
2019_1242_1318,0.847938612
2019_1242_1326,0.785788576
2019_1242_1328,0.75562884
2019_1242_1330,0.733475442
2019_1242_1332,0.731827255
2019_1242_1341,0.87434408
2019_1242_1345,0.593558073
2019_1242_1371,0.670379629
2019_1242_1385,0.744506789
2019_1242_1387,0.748571452
2019_1242_1388,0.773891528
2019_1242_1393,0.672024445
2019_1242_1396,0.654450437
2019_1242_1397,0.562445881
2019_1242_1403,0.545445498
2019_1242_1414,0.577815878
2019_1242_1416,0.49120966
2019_1242_1429,0.51878651
2019_1242_1433,0.563602994
2019_1242_1436,0.779857478
2019_1242_1437,0.791499904
2019_1242_1438,0.596454828
2019_1242_1439,0.468017438
2019_1242_1449,0.727600321
2019_1242_1458,0.546487702
2019_1242_1459,0.473323556
2019_1242_1463,0.621340128
2019_1243_1246,0.300581673
2019_1243_1251,0.590269221
2019_1243_1257,0.303840348
2019_1243_1261,0.659707987
2019_1243_1266,0.541534557
2019_1243_1268,0.549441645
2019_1243_1276,0.327502304
2019_1243_1277,0.290737095
2019_1243_1278,0.76612674
2019_1243_1279,0.625476223
2019_1243_1280,0.634834508
2019_1243_1285,0.713441357
2019_1243_1293,0.646860179
2019_1243_1295,0.772318131
2019_1243_1297,0.740901396
2019_1243_1300,0.727648604
2019_1243_1305,0.620246313
2019_1243_1308,0.516627886
2019_1243_1314,0.200598413
2019_1243_1318,0.758824848
2019_1243_1326,0.374225491
2019_1243_1328,0.546949048
2019_1243_1330,0.733464189
2019_1243_1332,0.361538422
2019_1243_1341,0.972732503
2019_1243_1345,0.344166827
2019_1243_1371,0.815336764
2019_1243_1385,0.704959645
2019_1243_1387,0.8026641
2019_1243_1388,0.70834392
2019_1243_1393,0.262719319
2019_1243_1396,0.713390697
2019_1243_1397,0.666466735
2019_1243_1403,0.614602579
2019_1243_1414,0.701571421
2019_1243_1416,0.669361597
2019_1243_1429,0.7063724
2019_1243_1433,0.546028826
2019_1243_1436,0.559417373
2019_1243_1437,0.254563815
2019_1243_1438,0.371731659
2019_1243_1439,0.570200242
2019_1243_1449,0.434651698
2019_1243_1458,0.179450451
2019_1243_1459,0.599423297
2019_1243_1463,0.715624999
2019_1246_1251,0.541817243
2019_1246_1257,0.646980341
2019_1246_1261,0.544131026
2019_1246_1266,0.723763901
2019_1246_1268,0.836518266
2019_1246_1276,0.73425809
2019_1246_1277,0.578089129
2019_1246_1278,0.733471622
2019_1246_1279,0.696118821
2019_1246_1280,0.815310209
2019_1246_1285,0.954240029
2019_1246_1293,0.631204109
2019_1246_1295,0.973286633
2019_1246_1297,0.965215994
2019_1246_1300,0.97190105
2019_1246_1305,0.739316067
2019_1246_1308,0.794174653
2019_1246_1314,0.543935761
2019_1246_1318,0.938691672
2019_1246_1326,0.768142522
2019_1246_1328,0.755468013
2019_1246_1330,0.793841776
2019_1246_1332,0.811212787
2019_1246_1341,0.870884363
2019_1246_1345,0.571681719
2019_1246_1371,0.573317971
2019_1246_1385,0.670885743
2019_1246_1387,0.875186876
2019_1246_1388,0.752631705
2019_1246_1393,0.751655444
2019_1246_1396,0.744128665
2019_1246_1397,0.498507438
2019_1246_1403,0.530292659
2019_1246_1414,0.915270724
2019_1246_1416,0.809540731
2019_1246_1429,0.820461339
2019_1246_1433,0.696536491
2019_1246_1436,0.867799948
2019_1246_1437,0.77436675
2019_1246_1438,0.460503984
2019_1246_1439,0.754717956
2019_1246_1449,0.700135304
2019_1246_1458,0.74103922
2019_1246_1459,0.721445563
2019_1246_1463,0.90920188
2019_1251_1257,0.476625843
2019_1251_1261,0.265407092
2019_1251_1266,0.309983102
2019_1251_1268,0.355665084
2019_1251_1276,0.212405629
2019_1251_1277,0.314052249
2019_1251_1278,0.477560359
2019_1251_1279,0.300623331
2019_1251_1280,0.321020593
2019_1251_1285,0.448300046
2019_1251_1293,0.203965374
2019_1251_1295,0.575333876
2019_1251_1297,0.574604984
2019_1251_1300,0.793393931
2019_1251_1305,0.265367741
2019_1251_1308,0.225639523
2019_1251_1314,0.234755565
2019_1251_1318,0.363527923
2019_1251_1326,0.464701092
2019_1251_1328,0.477699438
2019_1251_1330,0.309553636
2019_1251_1332,0.436437555
2019_1251_1341,0.80203356
2019_1251_1345,0.230955021
2019_1251_1371,0.373523557
2019_1251_1385,0.339246751
2019_1251_1387,0.31702566
2019_1251_1388,0.390961432
2019_1251_1393,0.458649319
2019_1251_1396,0.429648273
2019_1251_1397,0.284936207
2019_1251_1403,0.267254174
2019_1251_1414,0.315548508
2019_1251_1416,0.204474983
2019_1251_1429,0.187523685
2019_1251_1433,0.274905178
2019_1251_1436,0.253918429
2019_1251_1437,0.424511972
2019_1251_1438,0.050813592
2019_1251_1439,0.152653414
2019_1251_1449,0.304711674
2019_1251_1458,0.423159853
2019_1251_1459,0.303969608
2019_1251_1463,0.347367466
2019_1257_1261,0.606578701
2019_1257_1266,0.60021113
2019_1257_1268,0.732626766
2019_1257_1276,0.49732497
2019_1257_1277,0.509262173
2019_1257_1278,0.645097191
2019_1257_1279,0.656792971
2019_1257_1280,0.614393907
2019_1257_1285,0.724720992
2019_1257_1293,0.522936093
2019_1257_1295,0.981206585
2019_1257_1297,0.797371657
2019_1257_1300,0.941104707
2019_1257_1305,0.557748618
2019_1257_1308,0.646143266
2019_1257_1314,0.517152024
2019_1257_1318,0.807038372
2019_1257_1326,0.871928547
2019_1257_1328,0.675657351
2019_1257_1330,0.622951062
2019_1257_1332,0.639645017
2019_1257_1341,0.862340136
2019_1257_1345,0.553880525
2019_1257_1371,0.402723307
2019_1257_1385,0.601634311
2019_1257_1387,0.652905918
2019_1257_1388,0.751176609
2019_1257_1393,0.59504414
2019_1257_1396,0.545988634
2019_1257_1397,0.526757705
2019_1257_1403,0.536826883
2019_1257_1414,0.549975782
2019_1257_1416,0.569055525
2019_1257_1429,0.590142648
2019_1257_1433,0.604297419
2019_1257_1436,0.723861442
2019_1257_1437,0.556315075
2019_1257_1438,0.606358121
2019_1257_1439,0.521363356
2019_1257_1449,0.442485303
2019_1257_1458,0.557454523
2019_1257_1459,0.546841387
2019_1257_1463,0.466163604
2019_1261_1266,0.255526191
2019_1261_1268,0.290636878
2019_1261_1276,0.173160304
2019_1261_1277,0.236069094
2019_1261_1278,0.443953703
2019_1261_1279,0.56074578
2019_1261_1280,0.55216173
2019_1261_1285,0.535526622
2019_1261_1293,0.64568409
2019_1261_1295,0.893029387
2019_1261_1297,0.661532748
2019_1261_1300,0.910235876
2019_1261_1305,0.506887097
2019_1261_1308,0.612266505
2019_1261_1314,0.226654771
2019_1261_1318,0.584253743
2019_1261_1326,0.525685276
2019_1261_1328,0.370597765
2019_1261_1330,0.762103631
2019_1261_1332,0.31112846
2019_1261_1341,0.894106071
2019_1261_1345,0.130031051
2019_1261_1371,0.506142912
2019_1261_1385,0.7245997
2019_1261_1387,0.778672825
2019_1261_1388,0.382745765
2019_1261_1393,0.522886044
2019_1261_1396,0.734546736
2019_1261_1397,0.233069521
2019_1261_1403,0.503208596
2019_1261_1414,0.573608974
2019_1261_1416,0.591095428
2019_1261_1429,0.664006613
2019_1261_1433,0.389878817
2019_1261_1436,0.58697394
2019_1261_1437,0.27321456
2019_1261_1438,0.29651234
2019_1261_1439,0.499921894
2019_1261_1449,0.374392888
2019_1261_1458,0.245172312
2019_1261_1459,0.565970394
2019_1261_1463,0.671258043
2019_1266_1268,0.361487483
2019_1266_1276,0.401080051
2019_1266_1277,0.384486746
2019_1266_1278,0.503856285
2019_1266_1279,0.503495415
2019_1266_1280,0.64825602
2019_1266_1285,0.862109597
2019_1266_1293,0.518508697
2019_1266_1295,0.932210462
2019_1266_1297,0.90474208
2019_1266_1300,0.947348971
2019_1266_1305,0.511646552
2019_1266_1308,0.597471681
2019_1266_1314,0.295608709
2019_1266_1318,0.832828949
2019_1266_1326,0.375768013
2019_1266_1328,0.454934605
2019_1266_1330,0.47612133
2019_1266_1332,0.587054139
2019_1266_1341,0.873581093
2019_1266_1345,0.286650153
2019_1266_1371,0.540634324
2019_1266_1385,0.634363832
2019_1266_1387,0.587480818
2019_1266_1388,0.632561297
2019_1266_1393,0.324474972
2019_1266_1396,0.503271867
2019_1266_1397,0.625238343
2019_1266_1403,0.518096173
2019_1266_1414,0.769196925
2019_1266_1416,0.714555932
2019_1266_1429,0.760597089
2019_1266_1433,0.530981587
2019_1266_1436,0.753185124
2019_1266_1437,0.198400217
2019_1266_1438,0.457133545
2019_1266_1439,0.726903477
2019_1266_1449,0.602605005
2019_1266_1458,0.159678681
2019_1266_1459,0.610885168
2019_1266_1463,0.90731126
2019_1268_1276,0.518641706
2019_1268_1277,0.321364539
2019_1268_1278,0.524481708
2019_1268_1279,0.626474544
2019_1268_1280,0.583803247
2019_1268_1285,0.839347541
2019_1268_1293,0.57520555
2019_1268_1295,0.892878913
2019_1268_1297,0.880894131
2019_1268_1300,0.904070267
2019_1268_1305,0.504612159
2019_1268_1308,0.64299089
2019_1268_1314,0.4165076
2019_1268_1318,0.802134857
2019_1268_1326,0.401664323
2019_1268_1328,0.642746689
2019_1268_1330,0.537203122
2019_1268_1332,0.635273782
2019_1268_1341,0.871678621
2019_1268_1345,0.296349022
2019_1268_1371,0.542576487
2019_1268_1385,0.609911858
2019_1268_1387,0.593547204
2019_1268_1388,0.662568075
2019_1268_1393,0.331100226
2019_1268_1396,0.515834574
2019_1268_1397,0.4989594
2019_1268_1403,0.491861789
2019_1268_1414,0.751777824
2019_1268_1416,0.653538333
2019_1268_1429,0.482476272
2019_1268_1433,0.63334911
2019_1268_1436,0.715558045
2019_1268_1437,0.305645896
2019_1268_1438,0.430629118
2019_1268_1439,0.501369363
2019_1268_1449,0.643438232
2019_1268_1458,0.178374035
2019_1268_1459,0.508878938
2019_1268_1463,0.628330675
2019_1276_1277,0.26792893
2019_1276_1278,0.802804458
2019_1276_1279,0.757692547
2019_1276_1280,0.732813377
2019_1276_1285,0.931614395
2019_1276_1293,0.625011229
2019_1276_1295,0.977808327
2019_1276_1297,0.934046227
2019_1276_1300,0.94768775
2019_1276_1305,0.670385757
2019_1276_1308,0.824312818
2019_1276_1314,0.255838983
2019_1276_1318,0.931677242
2019_1276_1326,0.610547293
2019_1276_1328,0.696195901
2019_1276_1330,0.713509988
2019_1276_1332,0.722960326
2019_1276_1341,0.90176121
2019_1276_1345,0.653652776
2019_1276_1371,0.616297619
2019_1276_1385,0.731434379
2019_1276_1387,0.851020135
2019_1276_1388,0.83044008
2019_1276_1393,0.624584237
2019_1276_1396,0.720844107
2019_1276_1397,0.633065649
2019_1276_1403,0.593409478
2019_1276_1414,0.851997749
2019_1276_1416,0.685678903
2019_1276_1429,0.80765512
2019_1276_1433,0.716900131
2019_1276_1436,0.873542808
2019_1276_1437,0.444277542
2019_1276_1438,0.460689093
2019_1276_1439,0.762373972
2019_1276_1449,0.661837551
2019_1276_1458,0.251707414
2019_1276_1459,0.822776624
2019_1276_1463,0.876797326
2019_1277_1278,0.693474131
2019_1277_1279,0.641327868
2019_1277_1280,0.64352345
2019_1277_1285,0.870232574
2019_1277_1293,0.898377234
2019_1277_1295,0.901383719
2019_1277_1297,0.876495805
2019_1277_1300,0.939761704
2019_1277_1305,0.602015014
2019_1277_1308,0.723880018
2019_1277_1314,0.462961472
2019_1277_1318,0.82893269
2019_1277_1326,0.745202684
2019_1277_1328,0.714856484
2019_1277_1330,0.719658443
2019_1277_1332,0.733207143
2019_1277_1341,0.870884363
2019_1277_1345,0.515414028
2019_1277_1371,0.552958442
2019_1277_1385,0.694415329
2019_1277_1387,0.784237577
2019_1277_1388,0.680620674
2019_1277_1393,0.739952698
2019_1277_1396,0.747900249
2019_1277_1397,0.549290581
2019_1277_1403,0.647518629
2019_1277_1414,0.827448705
2019_1277_1416,0.742854429
2019_1277_1429,0.773064812
2019_1277_1433,0.500098938
2019_1277_1436,0.803301487
2019_1277_1437,0.541109532
2019_1277_1438,0.532163676
2019_1277_1439,0.649376073
2019_1277_1449,0.691585212
2019_1277_1458,0.533776331
2019_1277_1459,0.639310033
2019_1277_1463,0.984521228
2019_1278_1279,0.509831972
2019_1278_1280,0.561052219
2019_1278_1285,0.604550813
2019_1278_1293,0.521078811
2019_1278_1295,0.64950225
2019_1278_1297,0.663079329
2019_1278_1300,0.634821107
2019_1278_1305,0.536276982
2019_1278_1308,0.604934218
2019_1278_1314,0.3184565
2019_1278_1318,0.573343072
2019_1278_1326,0.121499906
2019_1278_1328,0.332368783
2019_1278_1330,0.632757162
2019_1278_1332,0.372123703
2019_1278_1341,0.894963622
2019_1278_1345,0.486571651
2019_1278_1371,0.716526581
2019_1278_1385,0.637619739
2019_1278_1387,0.699038889
2019_1278_1388,0.550237464
2019_1278_1393,0.232983901
2019_1278_1396,0.649896104
2019_1278_1397,0.599624661
2019_1278_1403,0.572723136
2019_1278_1414,0.587863493
2019_1278_1416,0.543003702
2019_1278_1429,0.673142126
2019_1278_1433,0.533654003
2019_1278_1436,0.568485066
2019_1278_1437,0.363320907
2019_1278_1438,0.329647453
2019_1278_1439,0.597243806
2019_1278_1449,0.517002927
2019_1278_1458,0.310119011
2019_1278_1459,0.593907071
2019_1278_1463,0.576095559
2019_1279_1280,0.731610196
2019_1279_1285,0.550352347
2019_1279_1293,0.587146014
2019_1279_1295,0.814207292
2019_1279_1297,0.624609589
2019_1279_1300,0.90377046
2019_1279_1305,0.596416931
2019_1279_1308,0.77649585
2019_1279_1314,0.324743985
2019_1279_1318,0.39263459
2019_1279_1326,0.169220683
2019_1279_1328,0.357031658
2019_1279_1330,0.553018657
2019_1279_1332,0.391854722
2019_1279_1341,0.838458367
2019_1279_1345,0.305254405
2019_1279_1371,0.465244928
2019_1279_1385,0.541221457
2019_1279_1387,0.685245192
2019_1279_1388,0.444888397
2019_1279_1393,0.284058843
2019_1279_1396,0.559677862
2019_1279_1397,0.366836876
2019_1279_1403,0.62712888
2019_1279_1414,0.537641059
2019_1279_1416,0.570682233
2019_1279_1429,0.695571977
2019_1279_1433,0.417974371
2019_1279_1436,0.478708246
2019_1279_1437,0.337322063
2019_1279_1438,0.174412661
2019_1279_1439,0.575374482
2019_1279_1449,0.587385002
2019_1279_1458,0.440483146
2019_1279_1459,0.619904509
2019_1279_1463,0.737369389
2019_1280_1285,0.598536619
2019_1280_1293,0.643686183
2019_1280_1295,0.879111893
2019_1280_1297,0.646507234
2019_1280_1300,0.926871276
2019_1280_1305,0.555653238
2019_1280_1308,0.800359603
2019_1280_1314,0.198991571
2019_1280_1318,0.511189552
2019_1280_1326,0.470305296
2019_1280_1328,0.314988212
2019_1280_1330,0.669975645
2019_1280_1332,0.465905473
2019_1280_1341,0.871146309
2019_1280_1345,0.289701989
2019_1280_1371,0.299574102
2019_1280_1385,0.530593176
2019_1280_1387,0.693252023
2019_1280_1388,0.307780765
2019_1280_1393,0.542941546
2019_1280_1396,0.461956453
2019_1280_1397,0.197220537
2019_1280_1403,0.374610656
2019_1280_1414,0.517935249
2019_1280_1416,0.538497598
2019_1280_1429,0.566888523
2019_1280_1433,0.167761248
2019_1280_1436,0.709396315
2019_1280_1437,0.155945127
2019_1280_1438,0.365603734
2019_1280_1439,0.367218132
2019_1280_1449,0.217993916
2019_1280_1458,0.199426051
2019_1280_1459,0.528832402
2019_1280_1463,0.686307283
2019_1285_1293,0.178787733
2019_1285_1295,0.546864613
2019_1285_1297,0.754246871
2019_1285_1300,0.759251092
2019_1285_1305,0.140845235
2019_1285_1308,0.326807597
2019_1285_1314,0.065155076
2019_1285_1318,0.414869441
2019_1285_1326,0.257491722
2019_1285_1328,0.219452895
2019_1285_1330,0.175529179
2019_1285_1332,0.172402074
2019_1285_1341,0.714502656
2019_1285_1345,0.073693686
2019_1285_1371,0.244879747
2019_1285_1385,0.479676097
2019_1285_1387,0.391481615
2019_1285_1388,0.21817256
2019_1285_1393,0.23454152
2019_1285_1396,0.325987314
2019_1285_1397,0.088237177
2019_1285_1403,0.121666755
2019_1285_1414,0.592293153
2019_1285_1416,0.248975296
2019_1285_1429,0.41790753
2019_1285_1433,0.072614721
2019_1285_1436,0.403585747
2019_1285_1437,0.091293555
2019_1285_1438,0.130132443
2019_1285_1439,0.276491926
2019_1285_1449,0.172693784
2019_1285_1458,0.075293874
2019_1285_1459,0.619860708
2019_1285_1463,0.680951535
2019_1293_1295,0.717468021
2019_1293_1297,0.611360258
2019_1293_1300,0.814675783
2019_1293_1305,0.421286124
2019_1293_1308,0.538595794
2019_1293_1314,0.102386955
2019_1293_1318,0.607624475
2019_1293_1326,0.371487022
2019_1293_1328,0.306179803
2019_1293_1330,0.421254552
2019_1293_1332,0.344637471
2019_1293_1341,0.691822649
2019_1293_1345,0.078437331
2019_1293_1371,0.301716842
2019_1293_1385,0.432170029
2019_1293_1387,0.433262113
2019_1293_1388,0.374626338
2019_1293_1393,0.327174867
2019_1293_1396,0.334775897
2019_1293_1397,0.189829643
2019_1293_1403,0.147019147
2019_1293_1414,0.613185111
2019_1293_1416,0.369502572
2019_1293_1429,0.415820032
2019_1293_1433,0.219418639
2019_1293_1436,0.628401047
2019_1293_1437,0.115889091
2019_1293_1438,0.082101203
2019_1293_1439,0.320527957
2019_1293_1449,0.288416199
2019_1293_1458,0.131296334
2019_1293_1459,0.575497558
2019_1293_1463,0.772463389
2019_1295_1297,0.552507369
2019_1295_1300,0.811344086
2019_1295_1305,0.142369289
2019_1295_1308,0.158453774
2019_1295_1314,0.108843196
2019_1295_1318,0.594721359
2019_1295_1326,0.0474029
2019_1295_1328,0.053014295
2019_1295_1330,0.256029631
2019_1295_1332,0.054109857
2019_1295_1341,0.556403593
2019_1295_1345,0.0886245
2019_1295_1371,0.088118329
2019_1295_1385,0.145995647
2019_1295_1387,0.302846957
2019_1295_1388,0.087105794
2019_1295_1393,0.084023944
2019_1295_1396,0.184258074
2019_1295_1397,0.131017665
2019_1295_1403,0.205680368
2019_1295_1414,0.667541975
2019_1295_1416,0.130344752
2019_1295_1429,0.162421204
2019_1295_1433,0.07271491
2019_1295_1436,0.367346127
2019_1295_1437,0.086439654
2019_1295_1438,0.15082801
2019_1295_1439,0.175315983
2019_1295_1449,0.139762046
2019_1295_1458,0.103324808
2019_1295_1459,0.618522342
2019_1295_1463,0.704595899
2019_1297_1300,0.717777608
2019_1297_1305,0.108070333
2019_1297_1308,0.060543949
2019_1297_1314,0.064117948
2019_1297_1318,0.157570899
2019_1297_1326,0.215958705
2019_1297_1328,0.084336422
2019_1297_1330,0.12016337
2019_1297_1332,0.066876597
2019_1297_1341,0.4827671
2019_1297_1345,0.099550273
2019_1297_1371,0.145330089
2019_1297_1385,0.132036308
2019_1297_1387,0.095612996
2019_1297_1388,0.047661276
2019_1297_1393,0.215283023
2019_1297_1396,0.148368486
2019_1297_1397,0.104905297
2019_1297_1403,0.105391886
2019_1297_1414,0.124098569
2019_1297_1416,0.084688546
2019_1297_1429,0.062166928
2019_1297_1433,0.072553129
2019_1297_1436,0.141650272
2019_1297_1437,0.093936288
2019_1297_1438,0.153740621
2019_1297_1439,0.101573342
2019_1297_1449,0.086173263
2019_1297_1458,0.076193864
2019_1297_1459,0.157931351
2019_1297_1463,0.439809881
2019_1300_1305,0.132823139
2019_1300_1308,0.049223135
2019_1300_1314,0.075852808
2019_1300_1318,0.196164392
2019_1300_1326,0.082197746
2019_1300_1328,0.091443054
2019_1300_1330,0.1077395
2019_1300_1332,0.083207731
2019_1300_1341,0.471501144
2019_1300_1345,0.114441143
2019_1300_1371,0.150506553
2019_1300_1385,0.119796774
2019_1300_1387,0.109347831
2019_1300_1388,0.109076322
2019_1300_1393,0.095202501
2019_1300_1396,0.150644827
2019_1300_1397,0.173905912
2019_1300_1403,0.188944065
2019_1300_1414,0.165355987
2019_1300_1416,0.089285147
2019_1300_1429,0.060059411
2019_1300_1433,0.123478503
2019_1300_1436,0.096894424
2019_1300_1437,0.123162013
2019_1300_1438,0.177667515
2019_1300_1439,0.149444191
2019_1300_1449,0.116451215
2019_1300_1458,0.134396339
2019_1300_1459,0.131945018
2019_1300_1463,0.257923923
2019_1305_1308,0.635016672
2019_1305_1314,0.201802171
2019_1305_1318,0.899224386
2019_1305_1326,0.558868877
2019_1305_1328,0.46235419
2019_1305_1330,0.702814106
2019_1305_1332,0.518419282
2019_1305_1341,0.916124462
2019_1305_1345,0.186296764
2019_1305_1371,0.442829174
2019_1305_1385,0.566012856
2019_1305_1387,0.704340977
2019_1305_1388,0.464596178
2019_1305_1393,0.494804384
2019_1305_1396,0.468928875
2019_1305_1397,0.251632247
2019_1305_1403,0.150663824
2019_1305_1414,0.907686162
2019_1305_1416,0.714707212
2019_1305_1429,0.578098734
2019_1305_1433,0.219127793
